school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
GP,M,18,U,GT3,T,4,3,teacher,other,course,mother,1,2,0,0,1,0,0,0,1,1,0,4,3,2,1,1,3,2,10,10,11
GP,M,18,R,GT3,T,3,2,other,other,course,mother,1,3,0,0,0,0,1,0,1,0,0,5,3,2,1,1,3,2,10,11,12
GP,F,17,U,GT3,T,3,3,other,other,home,mother,1,3,0,0,0,0,1,0,1,0,0,3,2,3,1,1,4,2,15,12,13
GP,F,18,U,GT3,T,2,2,at_home,services,home,mother,1,3,0,0,1,0,1,1,1,1,1,4,3,3,1,1,3,0,11,12,13
GP,M,17,U,GT3,T,2,2,other,other,home,father,2,1,0,0,0,0,0,1,0,1,0,4,4,4,2,3,4,8,8,8,9
GP,M,18,R,LE3,A,3,4,other,other,reputation,mother,2,2,0,0,1,0,1,1,1,1,0,4,2,5,3,4,1,6,15,16,16
GP,M,17,U,GT3,T,3,1,services,other,other,mother,1,2,0,0,0,0,1,1,1,1,1,5,4,4,3,4,5,0,11,11,14
GP,F,18,R,GT3,T,4,4,teacher,other,reputation,mother,2,2,0,0,0,0,1,1,1,1,0,4,3,4,2,2,4,8,10,11,12
GP,M,18,U,GT3,T,4,2,health,other,reputation,father,1,2,0,0,1,0,1,1,1,1,1,5,4,5,1,3,5,4,10,12,14
GP,F,18,R,GT3,T,2,1,other,other,reputation,mother,2,2,0,0,1,0,0,1,0,1,1,4,3,5,1,2,3,12,8,9,10
GP,F,18,U,LE3,T,1,1,other,other,home,mother,2,2,0,0,1,0,0,0,1,0,0,4,4,3,1,1,3,2,13,13,13
GP,M,17,R,GT3,T,1,2,at_home,at_home,home,mother,1,2,0,0,1,0,1,0,1,0,1,3,5,2,2,2,1,2,16,17,18
GP,F,18,U,GT3,T,2,1,other,other,home,mother,1,2,0,0,1,0,0,1,1,1,1,4,2,5,1,2,1,8,14,14,15
GP,F,17,U,GT3,T,2,4,at_home,health,reputation,mother,2,2,0,0,1,0,0,1,1,1,1,4,3,3,1,1,1,6,15,16,16
GP,F,17,U,LE3,T,2,2,services,other,course,mother,2,2,0,1,1,0,0,1,1,1,1,4,4,4,2,3,5,6,12,12,12
GP,M,18,U,GT3,T,4,4,teacher,services,home,mother,2,1,0,0,0,0,1,1,1,1,0,3,2,4,1,4,3,6,11,12,12
GP,F,17,U,GT3,T,2,2,other,services,reputation,father,3,3,0,0,1,0,0,1,1,1,1,4,2,3,1,1,1,8,13,15,15
GP,M,18,U,LE3,T,4,3,teacher,services,course,mother,2,1,0,0,0,0,1,1,1,1,0,4,2,3,1,2,1,0,10,10,10
GP,M,18,U,GT3,T,1,2,at_home,other,home,other,2,1,0,0,0,0,0,0,0,1,0,3,4,4,2,4,4,10,10,10,11
GP,F,18,U,GT3,T,1,1,other,other,home,mother,2,2,0,1,0,0,1,1,1,1,0,5,4,4,1,1,4,0,12,13,13
GP,F,17,U,GT3,T,2,2,other,other,course,mother,1,2,0,0,1,0,0,0,1,1,0,5,4,5,1,2,5,12,12,12,14
GP,F,18,U,GT3,T,2,1,other,other,reputation,mother,2,2,0,0,0,0,1,1,1,1,1,4,3,1,1,1,5,10,12,13,14
GP,M,17,U,GT3,T,1,1,other,other,reputation,father,1,2,0,0,0,0,0,0,1,1,0,4,3,3,1,2,4,0,12,12,12
GP,F,17,U,GT3,T,1,1,services,teacher,reputation,mother,1,3,0,0,1,0,0,1,1,1,0,4,3,3,1,1,3,0,13,13,14
GP,M,18,U,GT3,T,2,1,services,services,reputation,mother,1,3,0,0,0,0,1,1,1,1,0,4,2,4,1,3,2,0,14,15,15
GP,M,18,U,LE3,A,4,4,teacher,teacher,reputation,mother,1,2,0,0,1,0,1,1,1,1,0,5,4,3,1,1,2,0,17,17,17
GP,M,18,U,GT3,T,4,2,teacher,other,home,mother,1,2,0,0,1,0,1,1,1,1,1,4,3,2,1,4,5,2,15,16,16
GP,M,18,R,LE3,T,3,2,services,other,reputation,mother,2,3,0,0,1,0,1,1,1,1,0,5,4,2,1,1,4,0,14,15,15
GP,M,17,U,GT3,T,3,3,health,other,home,mother,1,1,0,0,1,0,0,1,1,1,0,4,4,3,1,3,5,0,14,15,15
GP,F,18,U,LE3,T,4,3,other,other,home,other,2,2,0,0,1,0,0,1,1,1,1,4,4,5,1,2,2,0,13,14,14
GP,F,18,U,LE3,A,4,4,health,other,home,mother,1,2,0,0,1,1,0,1,1,1,1,4,2,4,1,1,4,0,14,15,15
GP,F,17,R,GT3,T,4,4,services,services,reputation,mother,2,3,0,0,1,0,1,1,1,1,0,5,3,4,1,1,5,0,7,7,8
GP,F,17,U,GT3,T,4,2,other,other,reputation,mother,2,3,0,0,1,0,0,1,1,1,0,4,3,3,1,1,3,0,16,16,16
GP,M,19,R,GT3,T,3,3,other,services,reputation,father,1,2,0,0,0,0,1,1,1,0,1,4,5,3,1,2,5,0,10,10,11
GP,F,18,U,GT3,T,1,4,other,teacher,home,mother,1,2,0,1,1,0,0,0,1,0,1,3,4,4,1,2,5,2,10,10,11
GP,F,18,U,GT3,T,2,1,services,other,course,mother,2,2,0,0,1,0,1,1,1,1,0,5,3,3,1,2,1,2,12,12,15
GP,F,17,U,GT3,T,2,3,other,other,course,father,2,2,0,0,0,0,1,1,1,1,1,4,2,1,1,1,3,2,11,12,14
GP,F,17,R,GT3,T,4,4,teacher,teacher,course,mother,1,1,0,0,0,0,1,1,1,1,0,4,4,4,1,1,5,2,15,16,17
GP,F,18,U,GT3,T,4,3,other,other,course,mother,1,3,0,0,1,0,1,1,1,1,1,4,3,4,1,1,5,2,14,15,17
GP,F,18,U,LE3,T,4,3,health,services,course,mother,2,1,0,0,1,0,0,1,1,1,0,3,2,4,1,4,1,8,12,12,15
GP,F,17,R,GT3,T,3,4,at_home,services,course,father,1,3,0,0,1,0,1,0,1,1,0,4,3,4,2,5,5,2,15,15,17
GP,M,19,U,GT3,T,4,2,health,other,course,mother,2,2,0,0,1,0,1,1,1,1,1,5,4,4,1,1,1,9,11,10,10
GP,F,18,U,GT3,T,4,4,teacher,other,course,mother,1,2,0,0,1,0,0,1,1,1,0,4,4,4,3,3,5,0,12,11,13
GP,F,18,U,GT3,T,3,4,other,other,course,mother,1,1,0,0,1,0,1,1,1,1,1,5,4,4,1,1,1,4,11,12,14
GP,F,17,U,GT3,T,4,4,health,health,course,mother,1,1,0,0,0,0,1,1,1,1,0,5,3,4,1,2,5,2,14,15,17
GP,F,17,U,GT3,A,4,3,services,services,course,mother,1,2,0,0,1,0,0,1,1,1,1,5,2,2,1,2,5,14,15,14,17
GP,F,17,U,LE3,A,3,3,services,other,home,mother,1,2,0,1,1,0,0,1,1,1,0,5,3,3,1,1,5,0,12,12,13
GP,F,17,U,LE3,T,2,1,other,other,home,father,1,2,0,0,0,0,1,1,1,1,0,4,2,3,2,2,2,2,11,12,14
GP,M,18,U,LE3,T,4,4,other,other,reputation,father,1,1,0,0,1,0,0,1,1,1,0,4,2,5,3,4,5,2,8,9,11
GP,F,18,U,GT3,T,2,2,other,other,course,mother,1,1,0,0,1,0,1,1,1,1,1,4,3,5,2,4,5,2,10,10,10
GP,F,17,U,GT3,T,2,2,other,other,course,mother,1,2,0,0,1,0,0,1,1,0,1,4,2,2,1,1,3,4,14,13,13
GP,F,17,R,LE3,T,2,2,services,services,course,mother,1,3,0,0,1,0,1,1,1,1,0,3,3,2,2,2,3,0,11,11,10
GP,F,17,U,LE3,T,0,2,at_home,at_home,home,father,2,3,0,0,0,0,0,1,1,1,0,3,3,3,2,3,2,0,14,14,15
GP,F,18,U,GT3,T,1,1,other,other,home,mother,2,3,0,0,0,0,1,1,1,1,0,4,5,5,1,2,2,0,14,14,14
GP,M,18,U,GT3,T,4,4,other,other,course,mother,1,3,0,0,0,0,1,1,1,1,0,4,3,3,2,2,3,0,13,14,13
GP,F,17,U,GT3,T,4,4,teacher,services,course,mother,1,3,0,0,1,0,1,1,1,1,0,5,4,4,1,3,4,0,13,12,13
GP,F,17,U,GT3,T,4,4,teacher,teacher,course,mother,2,3,0,0,1,0,0,0,1,1,1,4,3,3,1,2,4,4,15,14,15
GP,F,17,U,GT3,T,3,3,at_home,other,course,mother,1,1,0,0,1,1,1,1,1,1,0,4,2,5,2,5,5,2,11,12,11
GP,M,19,R,GT3,T,3,2,at_home,services,home,other,1,1,0,0,1,0,0,0,1,0,1,5,3,4,2,2,5,0,11,10,10
GP,F,17,R,GT3,T,2,4,at_home,other,course,father,1,3,0,0,1,0,0,1,1,1,1,4,4,3,1,1,5,0,15,15,15
GP,M,18,U,GT3,T,2,2,other,other,reputation,mother,1,1,0,0,0,0,0,0,1,1,0,5,4,2,1,2,5,6,15,14,15
GP,F,18,U,GT3,T,3,3,services,services,home,mother,1,2,0,0,0,0,1,1,1,1,0,5,3,4,1,1,4,8,10,11,12
GP,F,18,U,LE3,T,2,2,other,other,home,other,1,2,0,0,0,0,1,0,1,1,1,4,3,3,1,1,2,0,10,9,12
GP,F,17,U,GT3,T,3,4,services,other,course,mother,1,3,0,0,0,0,0,1,1,1,0,4,4,5,1,3,5,8,11,13,14
GP,F,17,U,GT3,T,3,2,other,other,home,mother,1,2,0,0,1,0,0,1,1,1,1,4,3,2,2,3,2,0,12,13,15
GP,F,17,R,GT3,A,3,2,other,other,home,mother,1,2,0,0,1,0,0,1,1,1,0,4,3,3,2,3,2,0,14,14,16
GP,M,18,U,GT3,T,4,4,teacher,services,home,father,1,2,0,0,1,0,1,1,1,1,0,4,3,3,2,2,2,0,12,12,13
GP,M,18,U,LE3,T,3,4,services,other,home,mother,1,2,0,0,0,0,1,1,1,1,1,4,3,3,1,3,5,6,16,16,17
GP,F,18,U,GT3,T,2,3,at_home,other,course,mother,1,3,0,0,1,0,0,1,1,1,0,4,3,3,1,2,3,0,11,12,14
GP,F,18,U,GT3,T,3,2,other,services,other,mother,1,3,0,0,0,0,0,1,1,1,1,5,4,3,2,3,1,4,14,16,17
GP,M,18,R,GT3,T,4,3,teacher,services,course,mother,1,3,0,0,0,0,0,1,1,1,1,5,3,2,1,2,4,4,15,14,17
GP,M,18,U,GT3,T,4,3,teacher,other,course,mother,1,3,0,0,1,0,0,1,1,1,1,5,4,5,2,3,5,0,14,13,14
GP,F,17,U,GT3,T,4,3,health,other,reputation,mother,1,3,0,0,1,0,1,1,1,1,1,4,4,3,1,3,4,0,11,12,13
GP,F,17,U,GT3,T,2,1,services,other,course,mother,2,2,0,0,1,0,1,1,1,1,1,4,3,4,2,2,1,10,12,15,15
GP,F,17,U,GT3,T,2,1,services,other,reputation,mother,1,2,0,0,1,0,1,1,1,1,0,4,3,5,2,4,4,4,12,16,16
GP,M,18,U,LE3,T,2,2,services,services,reputation,mother,1,2,0,0,1,0,1,0,0,1,0,4,4,4,1,3,3,11,9,11,12
GP,M,18,U,LE3,A,3,4,other,other,reputation,other,1,2,0,0,0,0,1,1,1,1,1,4,3,5,1,4,2,9,13,14,15
GP,F,17,U,GT3,T,2,2,services,services,reputation,mother,1,2,0,0,1,0,1,1,1,1,0,4,3,4,1,3,4,0,13,17,17
GP,M,17,U,LE3,A,4,4,health,other,reputation,mother,1,3,0,0,1,0,0,1,1,1,0,4,4,2,1,2,4,2,12,15,15
GP,F,18,U,LE3,T,4,2,teacher,other,course,mother,1,2,0,0,1,0,1,1,1,1,0,4,2,2,1,1,3,0,14,17,17
GP,F,20,R,GT3,T,1,1,other,other,reputation,other,2,3,0,0,0,0,0,1,1,1,1,3,2,2,1,3,3,8,11,15,15
GP,F,18,U,GT3,T,3,2,at_home,other,reputation,father,1,3,0,0,1,0,0,1,1,1,1,4,3,4,1,2,2,5,14,17,17
GP,M,19,U,GT3,T,2,1,other,other,reputation,mother,1,1,0,0,0,0,0,1,1,1,0,5,3,4,1,4,4,10,7,11,11
MS,F,16,U,GT3,T,1,3,at_home,other,other,father,2,1,0,0,1,0,0,1,0,1,1,4,3,3,1,3,5,11,10,11,11
MS,F,16,R,GT3,T,2,2,other,other,course,mother,2,2,0,0,1,0,1,1,1,1,0,4,4,4,1,1,5,0,12,12,12
MS,F,15,R,GT3,T,3,3,at_home,other,course,mother,2,1,0,0,1,0,0,1,1,1,0,5,4,4,2,3,5,4,10,10,11
MS,F,16,R,GT3,T,2,3,at_home,services,course,mother,2,2,0,0,0,0,0,1,1,0,0,4,5,2,1,2,5,0,16,17,17
MS,M,16,R,LE3,A,4,4,at_home,other,home,mother,1,2,0,0,1,0,0,1,1,0,0,5,3,2,1,3,2,5,10,11,11
MS,M,16,U,GT3,A,1,2,other,other,other,mother,1,3,0,1,0,0,0,1,1,1,0,4,4,3,1,1,5,0,10,11,11
MS,F,15,R,LE3,T,1,1,at_home,services,reputation,father,2,2,0,0,1,0,0,1,1,1,0,5,4,3,1,2,4,0,10,10,10
MS,F,16,R,GT3,T,0,2,other,other,other,mother,2,1,0,0,1,0,1,1,1,0,0,3,2,3,1,2,2,0,12,11,12
MS,F,17,R,GT3,T,2,3,other,other,course,mother,2,1,0,0,1,0,0,1,1,1,0,5,5,5,1,3,3,2,10,11,12
MS,M,17,U,GT3,T,1,1,other,other,home,mother,1,2,0,0,0,1,0,0,1,1,0,4,4,3,2,4,5,4,8,9,9
MS,M,15,R,LE3,T,4,1,health,services,reputation,father,1,2,0,0,1,0,1,1,1,1,0,5,3,4,1,2,2,0,12,13,14
MS,M,15,R,LE3,T,4,1,health,services,reputation,father,1,2,0,0,1,0,1,1,1,1,0,5,3,4,1,2,2,7,7,9,8
MS,M,16,R,GT3,T,3,4,other,health,other,mother,3,2,0,0,0,0,0,0,1,0,0,3,4,5,1,2,5,4,9,10,11
MS,M,15,U,LE3,T,3,3,at_home,at_home,reputation,father,1,2,0,0,1,0,1,1,1,1,0,5,3,3,1,1,5,0,11,11,11
MS,F,16,R,GT3,T,4,4,teacher,teacher,course,mother,2,3,0,0,0,0,1,1,1,1,1,4,2,2,1,1,4,6,16,16,17
MS,F,16,R,GT3,T,2,3,other,services,course,mother,3,2,0,0,1,0,0,1,1,1,0,4,5,4,1,2,1,2,15,15,15
MS,M,16,R,GT3,T,1,2,other,other,course,father,2,2,0,0,0,0,0,1,1,0,0,4,3,3,1,1,5,0,10,11,11
MS,F,16,R,GT3,T,2,2,other,other,course,mother,3,2,0,0,1,0,0,1,1,1,0,4,4,5,1,1,4,4,9,10,11
MS,F,15,U,GT3,T,2,1,at_home,other,home,mother,1,2,0,1,1,0,0,0,1,1,0,4,4,2,3,3,2,0,9,10,9
MS,F,16,U,GT3,T,1,1,at_home,other,course,father,1,2,0,0,1,0,0,0,1,0,1,5,4,3,2,1,2,0,13,14,15
MS,F,15,R,GT3,T,1,1,at_home,other,home,father,2,2,0,0,1,0,1,1,1,1,0,4,3,3,1,1,2,1,11,10,11
MS,F,15,R,GT3,T,1,1,at_home,at_home,course,father,3,2,0,0,1,0,0,1,1,0,0,4,2,1,1,2,2,0,13,14,14
MS,F,15,R,LE3,T,2,2,other,other,other,father,1,3,0,1,1,0,0,1,1,0,0,4,4,3,2,2,5,2,14,11,12
MS,M,16,R,GT3,T,1,1,at_home,other,other,father,2,1,0,0,0,0,1,1,1,0,0,3,4,4,3,4,5,6,11,11,11
MS,M,15,U,GT3,T,3,1,other,services,home,mother,2,1,0,0,1,0,0,1,1,0,0,3,2,3,1,3,4,0,10,9,11
MS,F,16,R,GT3,T,2,2,other,services,course,father,3,2,0,0,1,0,1,1,1,1,0,5,3,4,1,1,2,1,14,13,14
MS,M,15,U,GT3,T,2,2,health,other,reputation,mother,3,1,0,0,0,0,0,1,1,0,0,4,3,3,1,2,4,1,13,12,13
MS,M,16,U,GT3,T,4,4,other,teacher,course,father,1,2,0,0,1,0,1,1,1,0,1,4,3,1,1,1,3,0,13,12,13
MS,F,15,R,GT3,T,3,3,services,other,reputation,mother,1,2,0,0,1,0,0,1,1,1,1,4,5,4,1,1,1,4,13,12,12
MS,F,16,R,LE3,T,2,2,other,other,home,father,3,1,0,0,1,0,1,1,1,0,1,4,3,2,1,1,4,0,14,14,16
MS,M,15,R,LE3,T,1,3,at_home,other,reputation,father,3,1,0,0,1,0,1,1,1,1,0,4,2,4,3,5,3,2,10,11,11
MS,F,15,U,GT3,T,2,2,other,services,course,mother,2,3,0,0,1,0,1,1,1,0,0,5,3,2,1,1,4,0,12,13,14
MS,F,16,R,LE3,T,2,1,other,other,home,mother,1,1,0,0,1,0,0,1,1,1,1,5,4,3,1,1,5,2,10,8,8
MS,M,15,U,GT3,T,3,3,services,services,course,father,2,1,0,0,1,0,1,0,1,1,0,4,3,3,2,4,3,11,12,10,11
MS,F,17,U,GT3,T,2,2,other,at_home,course,mother,1,1,0,0,1,0,1,1,0,0,0,4,5,3,1,1,5,4,9,9,10
MS,F,17,R,GT3,T,2,1,at_home,other,course,mother,3,1,0,0,1,0,1,1,0,0,1,5,5,3,1,1,3,2,9,10,11
MS,F,15,R,LE3,T,1,1,at_home,other,course,mother,2,1,0,0,1,0,0,1,0,0,1,5,2,1,1,3,4,0,9,10,9
MS,F,16,R,GT3,T,2,2,other,other,course,father,3,2,0,0,1,0,0,1,0,1,0,3,4,5,1,2,1,1,9,10,11
MS,F,16,U,LE3,A,2,2,other,other,home,mother,1,1,0,0,1,0,0,1,0,0,0,4,3,4,1,2,1,6,7,7,8
MS,F,17,R,GT3,T,2,2,at_home,other,course,mother,2,2,0,0,1,0,0,1,1,1,0,4,3,5,1,2,4,0,11,10,11
MS,F,16,R,GT3,A,2,2,health,other,course,mother,1,2,0,0,0,0,0,0,1,0,1,3,3,2,1,1,3,2,8,10,10
MS,F,16,R,LE3,T,1,2,at_home,other,course,mother,1,2,0,0,0,0,1,1,0,1,0,4,4,5,1,3,3,0,8,9,9
MS,F,16,U,GT3,T,3,3,other,other,reputation,mother,1,1,0,0,0,0,1,1,0,1,1,4,5,4,1,1,4,0,14,13,13
MS,F,16,R,LE3,T,1,1,services,services,home,mother,1,1,0,0,1,0,1,1,1,1,1,4,4,4,2,2,4,2,14,14,14
MS,F,16,U,GT3,T,2,1,other,services,course,mother,1,2,0,0,1,0,1,1,1,1,0,5,3,3,1,1,1,0,14,13,14
MS,F,16,U,GT3,T,2,2,services,other,course,mother,1,1,0,0,1,1,1,1,1,0,1,4,2,5,1,2,5,0,17,16,16
MS,M,16,U,LE3,T,4,3,other,other,course,father,1,1,0,0,0,0,1,1,1,1,0,4,2,5,1,5,5,8,14,12,13
MS,F,19,U,LE3,T,2,2,other,other,home,mother,1,3,0,0,0,0,0,1,1,1,1,5,4,5,1,1,1,0,12,13,13
MS,F,17,R,GT3,T,1,1,at_home,other,reputation,mother,2,1,0,0,1,0,1,0,1,1,1,4,4,5,1,2,5,0,11,11,11
MS,F,17,U,LE3,T,1,1,other,services,course,father,1,3,0,0,1,0,0,1,1,0,1,4,3,3,1,1,3,0,11,11,10
MS,F,16,R,LE3,T,1,1,at_home,other,course,father,3,2,0,0,1,0,0,1,1,0,0,5,3,2,1,1,1,0,16,17,18
MS,F,17,R,GT3,T,2,2,other,other,reputation,mother,2,2,0,0,1,0,1,1,1,0,0,5,3,2,1,1,1,0,15,17,17
MS,F,17,U,GT3,A,1,0,other,other,other,mother,2,2,0,0,0,0,0,1,1,1,1,4,4,5,1,1,4,1,11,9,10
MS,F,16,R,GT3,T,4,4,health,teacher,reputation,father,1,2,0,0,0,0,1,0,1,1,1,4,3,3,2,3,2,0,14,16,16
MS,F,16,R,LE3,T,1,2,other,other,reputation,mother,2,1,0,0,0,0,1,1,1,1,0,5,4,5,1,4,2,0,14,14,15
MS,F,16,U,LE3,T,1,1,at_home,other,other,mother,3,2,0,0,1,0,0,1,1,1,0,4,3,2,1,3,5,6,6,8,8
MS,F,16,R,GT3,T,2,3,at_home,services,other,mother,2,2,0,0,1,0,1,1,1,1,0,3,3,3,1,1,2,0,8,10,10
MS,F,16,U,GT3,T,4,4,health,health,course,mother,1,2,0,0,1,0,0,1,1,1,1,4,3,4,1,2,3,4,8,8,8
MS,F,16,R,LE3,T,3,4,at_home,other,other,mother,3,2,0,0,1,0,0,0,1,0,0,4,2,1,1,1,2,2,7,9,8
MS,M,17,U,LE3,T,4,4,other,services,home,mother,1,3,0,0,1,0,0,1,1,1,0,4,4,3,1,2,5,0,15,14,16
MS,F,17,R,GT3,T,4,1,other,other,other,mother,1,1,0,0,0,0,0,1,1,1,1,4,2,3,1,2,5,1,13,14,14
MS,M,16,U,GT3,T,2,1,health,services,other,mother,2,2,0,0,0,0,0,0,1,1,1,4,2,2,1,4,5,2,9,7,8
MS,F,16,U,LE3,T,2,1,other,services,other,mother,1,2,0,0,0,0,0,1,1,1,1,3,2,2,1,1,3,0,14,15,16
MS,M,15,R,GT3,T,1,2,other,services,course,mother,3,2,0,0,1,0,1,1,1,0,0,5,5,5,1,3,5,11,9,11,10
MS,M,15,U,LE3,A,2,1,services,services,course,mother,1,1,0,0,0,0,1,1,1,1,0,4,3,3,1,2,5,11,12,13,12
MS,F,16,R,LE3,T,2,2,other,other,course,mother,1,3,0,0,1,0,0,0,1,0,1,4,3,3,2,2,5,2,11,11,11
MS,F,17,U,GT3,T,3,2,at_home,other,home,mother,2,1,0,0,0,0,0,1,1,0,1,4,3,3,2,2,1,5,9,11,11
MS,F,16,U,GT3,T,4,4,teacher,services,course,mother,2,3,0,0,1,0,0,1,1,1,1,5,3,5,1,4,5,1,10,11,12
MS,F,17,U,GT3,T,4,4,health,health,course,father,1,2,0,0,1,0,0,1,1,1,0,5,2,5,1,1,5,0,13,15,16
MS,F,17,U,GT3,A,1,1,at_home,at_home,other,mother,1,2,0,0,0,0,1,1,1,1,1,4,5,5,1,2,3,2,11,10,11
MS,F,17,R,GT3,T,1,1,at_home,at_home,course,father,2,1,0,0,1,0,1,1,0,1,1,3,5,5,2,2,4,3,10,11,10
MS,F,16,R,GT3,T,1,2,other,other,home,father,1,3,0,1,1,0,0,0,1,1,1,4,3,4,1,1,3,5,13,14,13
MS,M,16,R,LE3,T,1,2,other,at_home,course,mother,1,1,0,0,0,0,0,1,1,0,0,4,4,4,2,4,5,4,9,10,11
MS,M,17,R,GT3,T,2,2,other,other,course,mother,2,1,0,0,0,0,1,1,0,0,1,5,5,5,3,5,5,0,8,13,10
MS,M,17,R,GT3,T,1,1,other,services,course,mother,2,1,0,0,1,0,1,0,1,1,1,4,5,5,1,3,2,0,10,9,10
MS,M,18,U,LE3,T,1,1,at_home,at_home,course,mother,2,2,0,0,1,0,1,1,1,0,0,4,3,3,1,4,5,6,10,9,10
MS,F,16,R,LE3,T,2,2,other,services,course,father,1,2,0,0,0,0,1,1,1,0,1,5,4,3,1,1,1,0,11,13,12
MS,M,16,R,GT3,T,3,2,services,other,course,father,2,1,0,0,0,0,0,1,1,1,0,4,5,5,2,3,5,2,11,9,10
MS,M,16,R,LE3,T,1,1,at_home,other,course,mother,2,1,0,0,0,0,1,1,1,1,0,4,5,5,2,4,5,0,10,10,9
MS,M,16,R,GT3,T,2,2,services,services,course,mother,2,1,0,0,1,0,1,1,1,1,1,5,4,3,2,4,4,6,7,8,8
MS,F,17,U,GT3,T,1,1,other,at_home,course,mother,1,1,0,0,1,0,1,1,1,0,0,4,3,2,1,2,5,9,7,9,10
MS,F,18,R,GT3,A,4,3,services,services,course,mother,1,1,0,0,1,0,0,1,1,1,0,5,4,4,3,4,2,8,10,11,10
MS,M,18,U,LE3,T,1,3,at_home,services,course,mother,1,1,0,0,0,0,0,1,0,1,1,4,3,3,2,3,3,0,9,10,9
MS,F,17,R,GT3,T,0,0,at_home,other,course,mother,2,1,0,0,1,0,0,1,1,1,0,4,4,3,1,1,5,0,10,11,11
MS,F,17,R,LE3,A,3,1,other,at_home,course,other,2,3,0,0,1,1,0,1,0,0,0,4,2,3,2,2,3,5,8,7,8
MS,F,17,U,GT3,T,4,1,health,at_home,course,mother,1,1,0,0,1,0,0,1,1,0,1,3,2,2,1,1,5,0,8,10,9
MS,F,17,U,LE3,T,1,2,at_home,other,course,father,1,1,0,0,0,0,0,1,1,1,0,5,5,1,1,1,3,0,7,10,10
MS,F,18,U,GT3,T,2,2,services,at_home,reputation,father,2,2,0,0,0,0,1,0,1,1,0,4,3,5,1,1,1,2,12,13,14
MS,F,17,U,GT3,T,3,3,services,services,course,mother,2,1,0,0,1,0,0,1,1,1,0,4,4,3,1,1,4,0,11,12,13
MS,F,18,U,LE3,A,1,2,at_home,other,reputation,mother,2,2,0,0,0,0,0,1,1,1,0,4,4,3,1,2,4,0,12,13,14
MS,M,18,U,LE3,T,4,4,services,other,reputation,mother,1,1,0,0,1,0,1,1,1,1,0,5,4,5,1,1,5,3,17,17,17
MS,M,17,R,GT3,T,1,1,other,services,other,father,3,1,0,0,0,0,0,0,0,0,0,4,2,3,3,4,4,4,12,13,14
MS,F,18,U,LE3,T,2,2,services,services,course,father,2,3,0,0,0,0,0,1,1,1,1,5,4,5,1,4,3,0,11,12,13
MS,F,17,R,LE3,A,2,1,services,other,reputation,mother,2,2,0,0,0,0,1,1,1,1,1,5,3,3,1,2,2,5,11,11,12
MS,F,18,U,LE3,A,1,1,at_home,services,course,mother,1,2,0,0,0,0,0,1,1,0,1,5,2,3,1,2,3,2,8,10,11
MS,F,18,R,GT3,T,2,2,services,other,home,mother,2,3,0,0,0,0,0,1,1,1,1,4,2,1,1,1,4,5,14,14,15
MS,F,18,U,GT3,T,3,3,services,services,course,father,1,2,0,0,1,0,0,1,1,0,1,5,3,4,1,1,5,0,10,10,10
MS,F,17,R,GT3,T,4,4,teacher,services,other,father,2,2,0,0,1,1,1,1,1,1,0,4,3,3,1,2,5,2,12,12,12
MS,M,18,U,LE3,T,1,1,other,services,home,father,2,1,0,0,0,0,0,0,1,1,1,3,3,2,1,2,3,2,14,13,14
MS,F,18,R,LE3,A,1,2,at_home,other,course,mother,3,2,0,0,0,0,0,1,1,0,1,4,3,4,1,4,5,0,16,15,15
MS,F,18,U,GT3,T,3,3,services,services,other,mother,2,2,0,0,1,0,0,1,1,1,1,4,3,2,1,3,3,6,13,12,13
MS,F,17,R,GT3,T,1,2,other,services,course,father,2,2,0,0,0,0,0,0,1,0,0,3,2,2,1,2,3,0,13,13,13
MS,M,18,R,GT3,T,1,3,at_home,other,course,mother,2,2,0,0,1,1,0,1,1,0,0,3,3,4,2,4,3,0,8,10,9
MS,M,18,U,LE3,T,4,4,teacher,services,other,mother,2,3,0,0,0,0,0,1,1,1,1,4,2,2,2,2,5,0,15,16,16
MS,F,18,U,GT3,T,2,3,at_home,services,course,father,2,1,0,0,1,0,0,1,1,1,1,5,2,3,1,2,4,0,10,10,10
MS,M,18,R,LE3,T,1,2,at_home,services,other,father,3,1,0,0,1,0,1,1,0,1,1,4,3,3,2,3,3,3,9,10,10
MS,F,17,U,GT3,T,2,2,other,at_home,home,mother,1,3,0,0,0,0,1,1,1,0,1,3,4,3,1,1,3,8,10,11,12
MS,F,17,R,GT3,T,1,2,other,other,course,mother,1,1,0,0,0,0,1,1,1,1,0,3,5,5,1,3,1,4,7,8,9
MS,F,18,R,LE3,T,4,4,other,other,reputation,mother,2,3,0,0,0,0,0,1,1,1,0,5,4,4,1,1,1,0,15,17,17
MS,F,18,R,LE3,T,4,4,teacher,services,course,mother,1,2,0,0,0,0,1,1,1,1,0,5,4,3,3,4,2,1,13,14,14
MS,F,17,R,GT3,T,3,1,at_home,other,reputation,mother,1,2,0,0,1,0,1,0,1,1,0,4,5,4,2,3,1,10,8,9,9
MS,M,17,U,GT3,T,2,3,other,services,home,father,2,2,0,0,0,0,1,1,1,1,0,4,4,3,1,1,3,4,14,15,16
